,Comments,Origin
3168,"❝¿Cómo conciliar los principios obradoristas con un secretario de Gobernación que hace mofa de la ley, bajo el criterio de que su delito quedará impune porque los del INE van de salida?❞.",Maerker
3169,"❝¿Cómo justificar el uso de aviones militares, o la asistencia del jefe de la Guardia Nacional a un acto de Morena, que es una traición a la consigna incluso respetada por gobiernos priistas, de evitar que los generales participen en actos partidistas?❞",Maerker
3170,Son unos vándalos los de Morena. Nada respetan y todo destruyen,Maerker
3171,Viva amlo el mejor presidente de la historia,Maerker
3172,Morena primero casi extingue al PRD y ahora va por el PRI por cada ves se parece más a ese partido.,Maerker
3173,Los diferentes son peores. El 2024 nos veremos. Necesitamos rescatar a México de estos cínicos,Maerker
3174,"Yo iré a votar por que se quede,así en el futuro.
Yo tendré el poder de decisión.",Maerker
3175,Aunque te arda el cVLO Denise tenemos presidente para rato.,Maerker
3176,López obrador el mejor presidente que ha tenido México,Maerker
3177,"En 49 años que tengo de edad, ya ví ignaurar un aeropuerto, espero ver una refinería y el tren Maya. La suma de lo que contará esos tres proyectos... Estarían ya! en los bolsillos de la mafia del poder. Viva amlo, este Domingo les volveremos a cerrar el ocico.",Maerker
3178,"Y como justifican el ejército trabaja en transformación de México construyen aeropuerto, tren maya que antes se llevaban las constructoras del compadrismo si todos los partidos políticos se enfocarán en un solo sentido la transformación de México sería una potencia pero los partidos solo trabajan en beneficio de unos cuantos .",Maerker
3179,"Ojalá sea sólo para satisfacer su ego, creo que trae otras intenciones mucho peores",Maerker
3180,"No pues Jorge estas muy equivocado Todo lo que hace amlo no les parece , y esto seguira hasta el último día de su mandato , lo importante deje el mejor legado sin duda",Maerker
3181,Ni un paso atrás AMLO,Maerker
3182,Salir a votar un referéndum dejará el precedente para que los futuros gobiernos sean sometidos a revocación y éso precisamente es lo que les incomodó a los de PRIANRD ó PRIERDERAN.,Maerker
3183,Estas pero bien #$ndej@!!!,Maerker
3184,vamos morena,Maerker
3185,Excelente,Maerker
3186,juntos asta la final,Maerker
3187,Chistorete... saludos,Maerker
3188,Digan algo que no sepa.,Maerker
3189,Don Narciso 😂,Maerker
3190,El único x los siglos yes.,Maerker
3191,Sebastian Casarrubias,Maerker
3192,"No se hagan locos Denise Maerker, la consulta de revocación de mandato era una deuda de los legisladores y políticos, para con sus patrones los mexicanos.

Desde candidato y desde que tomó posesión AMLO lo expresó, no es una ocurrencia, Jorge Z. Patterson, con la idea de que se pudiera auditar a los gobernantes a los 3 años de sus mandatos y si no servía sacarlo.

""Pero como el Presidente no esta solo y desde el principio de su mandato al grupo de FRENNA y después el Bloque Opositor querían destituirlo, los que votaron por él en el 2018 tienen el derecho a defenderlo. Y sirve además hacer la consulta.

PD. En los negocios lo llamamos propuestas de valor que nosotros mismos le decimos a nuestros clientes que nos evalúen para mejorar para saber si vamos bien o de plano te digan que no sirve tu producto o servicio y mejorar.

Ahorita solo por medio de encuestas se puede verificar que tanto apoyo o no tiene el presidente, no deja de ser irreal a como se comporta hoy los
Mexicanos; eso trae mucha desinformación del gobierno o de la oposición diciendo que no sirve nada y que se vaya, o que todo está con madre, haciendo creer a la ciudadanía (pueblo, le llama AMLO) cosas que para unos no son verdad.

Unos dicen que lo que se transmite en las Mañaneras es Fake y que se va a robar la luz con la Reforma para alumbrar el túnel subterráneo que esta construyendo con el presupuesto del Tren Maya en su rancho ""la chingada"" para salir en su Ferrari por la noche a pistearse la lana que por otro lado le roba a Pemex para pagarle la renta de una casa con alberca a sus hijo (porque es muy pelado que se quema por

¡Antes AMLO está rescatando soberanía, muy escasa en México con la llegada de los tecnócratas al poder!

Por todo eso es buena la consulta que será contabilizada por un órgano autónomo y a leguas opositor a éste e gobierno, y así saber realmente de que tamaño es la oposición y su apoyo para discernir nuestras conciencias cada quien y reconocer si estábamos unos u otros equivocados.

No es ego, Jorge Zepeda Patterson, cc a Damián Zepeda Vidales.u",Maerker
3193,"Enfermo de PODER a más no PODER . Cuanto dinero tirado a la basura cuando hay tanta necesidad y pobreza , solo x un capricho estupido la Ciudad tapizada de espectaculares y propaganda , acaso la pago de su bolsillo ?",Maerker
3194,"Ahora las Leyes se las pasan por el Arco del Triunfo sin más , como ellos las an acomodado a tiempo y modo , a su arbitrio
Y los Aviones Puessss ? Se sienten Amos y señores de todo y en todo , es un Desgobierno del Carajo todo camina patas ! No pa arriba . Si no hacia ABAJO .!",Maerker
3195,Siempre los presidentes han hecho lo que les da la gana que tanto escándalo no se acuerdan de peña nieto compro una artista de telenovelas para ser más famoso y una primera dama que tuvimos que era encueratris entonces todos callados no,Maerker
3196,"Jajaja
Todos ( los contra pesos) pueden tener estrategia política y cuando se aplica la del presidente se ponen a chillar.
Se necesita ser muy ingenuo para pensar que AMLO se cruza de brazos y haga solo lo que la oposición le aprueba.
😂😂😂",Maerker
3197,Y no fue. La supuesta oposición que ellos querían la revocación de mandato y ahora se están rajando,Maerker
3198,Así la 4t!!! 👇👇👇,Maerker
3199,"Gastando en una campaña que no debería ocurrir, para satisfacción de un loco de poder!",Maerker
3200,Porque no abriste tu bocota con el robo y la corrupción. De los prianistas. Denise.,Maerker
3201,Es la preparación para próximo sexenio para cuándo llegué algun otro presidente podamos mandarlo ala chi.....si no cumple con el país en los primeros años,Maerker
3202,"Y los acarreos masivos y descarados, uso de todo los aparatos del gobierno, aviones, militares, dinero, programas sociales",Maerker
3203,"Chayotera, cada día caes peor con tus estúpds notas...",Maerker
3204,"La revocación de mandato es para que si en el futuro tenemos otro Peña,o Calderón,o Fox se vallan a los tres años,y no sigan robando a favor de unos cuantos",Maerker
3205,"Amlo rumbo a la reelección para que ya no lleguen los vende patrias al poder privatizaron Pemex C.FC paso a manos de ibedrola . Empresa española .Ferromex ,telmex ,Banamex el famoso FOBAPROA es la deuda privada que paso a deuda pública que vamos a pagar a los mexicanos hasta el año 2070",Maerker
3206,"Vamos por un camino muy peligroso de dictadura utilizando la fuerza del estado. Quien no lo quiera verlo así, y crea q eso no está pasando solamente ver como Morena y el gobierno está violando la ley ya sin ningún empacho. Están mostrando su s verdaderas intenciones de mantener el poder a como de lugar.",Maerker
3207,"Una percepción muy pobre de tu parte.....infor
mmate de las herramientas de la democracia.....
....",Maerker
3208,Ah como le gusta hacerse pato! Eso dicen aquellas personas que amlo les tumbo los grandes negocios,Maerker
3209,¿Por que votar por quien ya esta en el poder? 🤔 ¿Así o más raritos? 🤔,Maerker
3210,"Ora doña #didydesesperad
a ahí le hablan sus novios.😁",Maerker
3211,"No hay para más , es un líder de cuarta",Maerker
3212,Oye ésa m@mada...!!!,Maerker
3213,Pan y circo lo.mismo de siempre,Maerker
3214,Y ustedes de odio inexplicable,Maerker
3215,Pobre oposición de caricatura dan risa !!,Maerker
3216,Hay pobres ni que publicar xd,Maerker
3217,Denise maerker has de ser chayotera,Maerker
3218,"No es así, estos priandejos.",Maerker
3219,"Tenemos un extraordinario Priista de presidente, López Obrador le gana a Peña Nieto, a Salinas de Gortari, a Zedillo, Miguel de la Madrid, a López Portillo, a Echeverría, juntos!, es extraordinaria su capacidad en el manejo de la oratoria, le gana a todos los periodistas, analistas, intelectuales, científicos de medios escritos, prensa, radio, televisión, redes sociales, inclusive partidos de oposición. Ya que cada mañana nos sale con increíble elocuencia, ocurrencias, mentiras y estupideces. Todavía le sobra fuerza, tipejos como éste, se dan uno en cada siglo, es admirable la capacidad que tiene para engañarnos y vernos la cara de tontos a los mexicanos.",Maerker
3220,Enserio no tienes otros temas de que hablar ..como caga el palo con eso...les arde todo lo que el presidente hace para bien del pueblo,Maerker
3221,desde que el pan llego al poder con su estrategia de dividir y polarizar a los mexicanos el resultado es ese...el pan inicio todo,Maerker
3222,Es una verdadera vergüenza una necedad del loco de palacio,Maerker
3223,Perspectivas...,Maerker
3224,Viva AMLO.,Maerker
3225,ya empiezas a dar risa. Denise.,Maerker
3226,Paty Alonso,Maerker
3227,Paty Alonso,Maerker
3228,Paty Alonso,Maerker
3229,Paty Alonso,Maerker
3230,Paty Alonso,Maerker
3231,Rob Rod,Maerker
3232,Paty Alonso,Maerker
3233,Paty Alonso,Maerker
3234,Paty Alonso,Maerker
3235,Paty Alonso,Maerker
3236,Cally Bas,Maerker
3237,Germán Quintanilla,Maerker
3238,Valentín Rodriguez,Maerker
3239,Elias Esparza Guerrero,Maerker
3240,Paty Alonso,Maerker
3241,Paty Alonso,Maerker
3242,Benny Loera,Maerker
3243,.,Maerker
3244,👍,Maerker
3245,"#UrnasVacias10D
eAbril 😎
#salvemosmexico
🇲🇽🇲🇽🇲🇽",Maerker
3246,Carlitos Camara,Maerker
3247,😁,Maerker
3248,Maria Luz Gandara,Maerker
3249,Maria Luz Gandara,Maerker
3250,Maria Luz Gandara,Maerker
3251,Raul Reyes Reyes,Maerker
3252,Maria Luz Gandara,Maerker
3253,Maria Luz Gandara,Maerker
3254,"Jajajaja órale, hasta que este palero de amlo deja por un momento el lamer las suelas de el remedo de presidente, y reconoce algo de la realidad que rodea a ese dizque presidente y desgraciadament
e a nuestro país, donde ese sujeto amlo, nos llevó!!! Le ha de doler cañón hasta el occipucio por tener que reconocer que ya no pudo hacer más maromas ndejas para defenderlo!!! tomela Zepeda Paterson!!! Duro y en tu ojo,te descontó la realidad nacional!!!!🤣🤣🤣",Maerker
3255,"Jajajajajajajaj
ajajajajaja arriba amlo i que le siga ardiendo alos vendidos traicioneros como tu Denise Maerker que por unos pesos antes n le tiraba alos gobiernos anteriores das pena",Maerker
3256,Viva obrador,Maerker
3257,Todo mundo tiene que alimentar su ego.,Maerker
3258,"opositores que entregan recursos a extranjeros, esa calaña de gente.",Maerker
3259,Pero si fuera el PRIAN estarían brincando de gusto porque les paga para que ablen bien del PRIAN. Televisa vende patrias,Maerker
3260,Pero si fuera el PRIAN estarían brincando de gusto porque les paga para que ablen bien del PRIAN. Televisa vende patrias,Maerker
3261,Pero si fuera el PRIAN estarían brincando de gusto porque les paga para que ablen bien del PRIAN. Televisa vende patrias,Maerker
3262,"#UbicaTuCasilla
👇👇👇
https://
ubicatucasilla.i
ne.mx/

Próximo Domingo 10 de Abril del 2022

#RevocacionDeMa
ndatoVa
#VotaSí
#DemocraciaPart
icipativa

#QueSigaAMLO
#AMLOseQueda",Maerker
3263,"Títeres pseudo-periodis
tas pagados por el PRIAN 🤣",Maerker
3264,Ladren perros.,Maerker
3265,Chayotera,Maerker
3266,DEFIENDE CORRUPTOS. AMLO,Maerker
3267,PUES ES MEJOR QUE EL EXCEDENTE SE UTILICE PARA BENEFICIO DEL PUEBLO Y NO PARA LOS BOLSILLOS DE ALGUN POLITICO PRIANISTA.,Maerker
3268,En sexenios anteriores se incrementaba la gasolina y el excedente de venta de petróleo el gobierno en turno lo aplicaba dónde quería porque no estaba en el presupuesto,Maerker
3269,Buenas noches como puedo contactarla para exhibir malos manejos del Issste de CD. Valles y denunciar sobre mi caso de abuso y acoso laboral,Maerker
3270,"Ya AMLO se destapo, como va a ser el tratamiento de la gasolina, despues del 10 de abril, VA A QUITAR TODO EL SUBSIDIO EN TODO MEXICO, Y SE VA A IR EL PRECIO POR LAS NUVES, claro despues de la votacion de la Revocacion, ya lo dejo ver ebn el norte, por lo que analicen su voto",Maerker
3271,"Estados Unidos, Francia,Italia , Filipinas con la huelgas más grandes en la historia de transporte por el incremento desmedido en combustibles y estos medios

Un poco de historia

Todo el sexenio de Calderón y EPN se aplico subsidio a gasolinas aún así tan solo en el sexenio de Calderón se aplicaron más de 60 gasolinzos argumentado que eran para quitar subsidios
Con Calderón la gasolina paso de costar 7 a 12 pesos el litro y con Peña pasó de costar 12 pesos a 20 el litro y si aún con subsidio, con AMLO hoy al menos en Ciudad de Méxic, Estado de México, Hidalgo,Morelos
, Queretaro,Puebl
a, Guanajuato , San Luis, Aguascalientes,
Michoacán, Campeche, Sonora, Nayarit, Guerrero se puede cargar a precio de 19.90 a 21.90 en frontera seguramente más bajo, con lo anterior y si aún con la peor crisis sanitaria a nivel global y conflicto Rusia y Ucrania
•Hechos No palabras
•Tengan para que aprendan
Sigan llorando PRianistas!! 😂😂
Sigan llorando!",Maerker
3272,De subsidiar chayoteros...,Maerker
3273,Ten una excelente tarde,Maerker
3274,Buenas tardes,Maerker
3275,Buenas tardes.,Maerker
3276,"Top fan
Amy Fabiani",Maerker
3277,👋,Maerker
3278,Buenas tardes chayotera,Maerker
3279,Buenas tardes Denisse excelente inicio de semana saludos,Maerker
3280,Buenas tardes 👋. Saludos 💜,Maerker
3281,Buena tarde Denise,Maerker
3282,Buenas tardes.✋,Maerker
3283,buena tarde,Maerker
3284,Buenas tardes Denise,Maerker
3285,Buena tarde señora bonita,Maerker
3286,Ok,Maerker
3287,Hola 👋 buenas tardes,Maerker
3288,Buenas tardes,Maerker
3289,Buenas Tardes Denise Maeker Cuidate Mucho,Maerker
3290,Excelente tarde,Maerker
3291,Hola buenas tardes saludos,Maerker
3292,Buena tarde mi Denise,Maerker
3293,Linda tarde,Maerker
3294,Muy buenas tardes,Maerker
3295,Excelente tarde,Maerker
3296,Buena tarde para ti también🙏,Maerker
3297,Juan Velázquez,Maerker
3298,Hola👋,Maerker
3299,Exelente tarde Denise Maerker,Maerker
3300,Excelente tarde Denise!!🌹,Maerker
